operationId,tags,url
getAnnotationsByAnnotationType,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/by-annotation-type
getAnnotationsByAnalysisStep,API: Data Discovery,/servers/{serverName}/api/open-metadata/data-discovery/annotations/by-analysis-step
createDataStructure,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-structures
detachMemberDataField,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-structures/{parentDataStructureGUID}/member-data-fields/{memberDataFieldGUID}/detach
updateDataStructure,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-structures/{dataStructureGUID}/update
getDataStructureByGUID,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-structures/{dataStructureGUID}/retrieve
linkMemberDataField,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-structures/{dataStructureGUID}/member-data-fields/{dataFieldGUID}/attach
deleteDataStructure,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-structures/{dataStructureGUID}/delete
createDataStructureFromTemplate,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-structures/from-template
findDataStructures,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-structures/by-search-string
getDataStructuresByName,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-structures/by-name
createDataField,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-fields
detachNestedDataFields,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-fields/{parentDataFieldGUID}/nested-data-fields/{nestedDataFieldGUID}/detach
linkNestedDataFields,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-fields/{parentDataFieldGUID}/nested-data-fields/{nestedDataFieldGUID}/attach
updateDataField,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-fields/{dataFieldGUID}/update
getDataFieldByGUID,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-fields/{dataFieldGUID}/retrieve
deleteDataField,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-fields/{dataFieldGUID}/delete
createDataFieldFromTemplate,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-fields/from-template
findDataFields,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-fields/by-search-string
getDataFieldsByName,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-fields/by-name
detachSemanticDefinition,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-definitions/{dataDefinitionGUID}/semantic-definition/{glossaryTermGUID}/detach
linkSemanticDefinition,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-definitions/{dataDefinitionGUID}/semantic-definition/{glossaryTermGUID}/attach
detachDataClassDefinition,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-definitions/{dataDefinitionGUID}/data-class-definition/{dataClassGUID}/detach
linkDataClassDefinition,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-definitions/{dataDefinitionGUID}/data-class-definition/{dataClassGUID}/attach
createDataClass,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes
detachSpecializedDataClass,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes/{parentDataClassGUID}/specialized-data-classes/{childDataClassGUID}/detach
linkSpecializedDataClass,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes/{parentDataClassGUID}/specialized-data-classes/{childDataClassGUID}/attach
detachNestedDataClass,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes/{parentDataClassGUID}/nested-data-classes/{childDataClassGUID}/detach
linkNestedDataClass,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes/{parentDataClassGUID}/nested-data-classes/{childDataClassGUID}/attach
updateDataClass,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes/{dataClassGUID}/update
getDataClassByGUID,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes/{dataClassGUID}/retrieve
deleteDataClass,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes/{dataClassGUID}/delete
createDataClassFromTemplate,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes/from-template
findDataClasses,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes/by-search-string
getDataClassesByName,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/data-classes/by-name
detachCertificationTypeToDataStructure,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/certification-types/{certificationTypeGUID}/data-structure-definition/{dataStructureGUID}/detach
linkCertificationTypeToDataStructure,API: Data Designer,/servers/{serverName}/api/open-metadata/data-designer/certification-types/{certificationTypeGUID}/data-structure-definition/{dataStructureGUID}/attach
createCommunity,API: Community Matters,/servers/{serverName}/api/open-metadata/community-matters/communities
updateCommunity,API: Community Matters,/servers/{serverName}/api/open-metadata/community-matters/communities/{communityGUID}/update
getCommunityByGUID,API: Community Matters,/servers/{serverName}/api/open-metadata/community-matters/communities/{communityGUID}/retrieve
deleteCommunity,API: Community Matters,/servers/{serverName}/api/open-metadata/community-matters/communities/{communityGUID}/delete
createCommunityFromTemplate,API: Community Matters,/servers/{serverName}/api/open-metadata/community-matters/communities/from-template
findCommunities,API: Community Matters,/servers/{serverName}/api/open-metadata/community-matters/communities/by-search-string
getCommunitiesByName,API: Community Matters,/servers/{serverName}/api/open-metadata/community-matters/communities/by-name
getAssetLineageGraph,API: Asset Catalog,/servers/{serverName}/api/open-metadata/asset-catalog/assets/{assetGUID}/as-lineage-graph
getAssetGraph,API: Asset Catalog,/servers/{serverName}/api/open-metadata/asset-catalog/assets/{assetGUID}/as-graph
findInAssetDomain,API: Asset Catalog,/servers/{serverName}/api/open-metadata/asset-catalog/assets/in-domain/by-search-string
getAssetsByMetadataCollectionId,API: Asset Catalog,/servers/{serverName}/api/open-metadata/asset-catalog/assets/by-metadata-collection-id/{metadataCollectionId}
detachTargetForGovernanceAction,API: Action Author,/servers/{serverName}/api/open-metadata/action-author/governance-actions/{governanceActionGUID}/action-targets/{elementGUID}/detach
linkTargetForGovernanceAction,API: Action Author,/servers/{serverName}/api/open-metadata/action-author/governance-actions/{governanceActionGUID}/action-targets/{elementGUID}/attach
detachGovernanceActionExecutor,API: Action Author,/servers/{serverName}/api/open-metadata/action-author/governance-action-types/{governanceActionTypeGUID}/governance-engine-executor/{governanceEngineGUID}/detach
linkGovernanceActionExecutor,API: Action Author,/servers/{serverName}/api/open-metadata/action-author/governance-action-types/{governanceActionTypeGUID}/governance-engine-executor/{governanceEngineGUID}/attach
setupFirstActionProcessStep,API: Action Author,/servers/{serverName}/api/open-metadata/action-author/governance-action-processes/{processGUID}/first-process-step/{processStepGUID}/attach
removeFirstProcessStep,API: Action Author,/servers/{serverName}/api/open-metadata/action-author/governance-action-processes/{processGUID}/first-process-step/{firstProcessStepGUID}/detach
setupNextActionProcessStep,API: Action Author,/servers/{serverName}/api/open-metadata/action-author/governance-action-process-steps/{currentProcessStepGUID}/next-process-steps/{nextProcessStepGUID}/attach
updateNextActionProcessStep,API: Action Author,/servers/{serverName}/api/open-metadata/action-author/governance-action-process-steps/next-process-steps/{nextProcessStepLinkGUID}/update
removeNextActionProcessStep,API: Action Author,/servers/{serverName}/api/open-metadata/action-author/governance-action-process-steps/next-process-step/{relationshipGUID}/detach
addOpenMetadataArchiveFile_2,Server Operations,/open-metadata/server-operations/servers/{serverName}/instance/open-metadata-archives/file
addOpenMetadataArchive_2,Server Operations,/open-metadata/server-operations/servers/{serverName}/instance/open-metadata-archives/connection
addOpenMetadataArchive_3,Server Operations,/open-metadata/server-operations/servers/{serverName}/instance/open-metadata-archives/archive-content
activateWithStoredConfig_1,Platform Services,/open-metadata/platform-services/server-platform/servers/{serverName}/instance
shutdownServer_1,Platform Services,/open-metadata/platform-services/server-platform/servers/{serverName}/instance
addOpenMetadataArchiveFile_3,Platform Services,/open-metadata/platform-services/server-platform/servers/{serverName}/instance/open-metadata-archives/file
addOpenMetadataArchive_4,Platform Services,/open-metadata/platform-services/server-platform/servers/{serverName}/instance/open-metadata-archives/connection
getActiveConfiguration_1,Platform Services,/open-metadata/platform-services/server-platform/servers/{serverName}/instance/configuration
activateWithSuppliedConfig,Platform Services,/open-metadata/platform-services/server-platform/servers/{serverName}/instance/configuration
getPlatformSecurityConnection,Platform Services,/open-metadata/platform-services/server-platform/security/connection
setPlatformSecurityConnection,Platform Services,/open-metadata/platform-services/server-platform/security/connection
clearPlatformSecurityConnection,Platform Services,/open-metadata/platform-services/server-platform/security/connection
getPlaceholderVariables,Set up Configuration Document Store,/open-metadata/admin-services/stores/placeholder-variables
setPlaceholderVariables,Set up Configuration Document Store,/open-metadata/admin-services/stores/placeholder-variables
clearPlaceholderVariables,Set up Configuration Document Store,/open-metadata/admin-services/stores/placeholder-variables
getDefaultOMAGServerConfig,Set up Configuration Document Store,/open-metadata/admin-services/stores/default-configuration-document
setDefaultOMAGServerConfig,Set up Configuration Document Store,/open-metadata/admin-services/stores/default-configuration-document
clearDefaultOMAGServerConfig,Set up Configuration Document Store,/open-metadata/admin-services/stores/default-configuration-document
getConfigurationStoreConnection,Set up Configuration Document Store,/open-metadata/admin-services/stores/connection
setConfigurationStoreConnection,Set up Configuration Document Store,/open-metadata/admin-services/stores/connection
clearConfigurationStoreConnection,Set up Configuration Document Store,/open-metadata/admin-services/stores/connection
getConfiguredViewServices,Server Configuration,/open-metadata/admin-services/servers/{serverName}/view-services
configureAllViewServices,Server Configuration,/open-metadata/admin-services/servers/{serverName}/view-services
clearAllViewServices,Server Configuration,/open-metadata/admin-services/servers/{serverName}/view-services
getViewServiceConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/view-services/{serviceURLMarker}
configureViewService,Server Configuration,/open-metadata/admin-services/servers/{serverName}/view-services/{serviceURLMarker}
clearViewService,Server Configuration,/open-metadata/admin-services/servers/{serverName}/view-services/{serviceURLMarker}
getViewServicesConfiguration,Server Configuration,/open-metadata/admin-services/servers/{serverName}/view-services/configuration
setViewServicesConfiguration,Server Configuration,/open-metadata/admin-services/servers/{serverName}/view-services/configuration
setServerUserId,Server Configuration,/open-metadata/admin-services/servers/{serverName}/server-user-id
setServerRootURL,Server Configuration,/open-metadata/admin-services/servers/{serverName}/server-url-root-for-caller
getBasicServerProperties,Server Configuration,/open-metadata/admin-services/servers/{serverName}/server-properties
setBasicServerProperties,Server Configuration,/open-metadata/admin-services/servers/{serverName}/server-properties
setServerDescription,Server Configuration,/open-metadata/admin-services/servers/{serverName}/server-description
getServerSecurityConnection,Server Configuration,/open-metadata/admin-services/servers/{serverName}/security/connection
setServerSecurityConnection,Server Configuration,/open-metadata/admin-services/servers/{serverName}/security/connection
clearServerSecurityConnection,Server Configuration,/open-metadata/admin-services/servers/{serverName}/security/connection
setOrganizationName,Server Configuration,/open-metadata/admin-services/servers/{serverName}/organization-name
getOpenMetadataArchives,Server Configuration,/open-metadata/admin-services/servers/{serverName}/open-metadata-archives
setOpenMetadataArchives,Server Configuration,/open-metadata/admin-services/servers/{serverName}/open-metadata-archives
clearOpenMetadataArchives,Server Configuration,/open-metadata/admin-services/servers/{serverName}/open-metadata-archives
addStartUpOpenMetadataArchiveFile,Server Configuration,/open-metadata/admin-services/servers/{serverName}/open-metadata-archives/file
setMaxPageSize,Server Configuration,/open-metadata/admin-services/servers/{serverName}/max-page-size
setRepositoryProxyConnection,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/mode/repository-proxy/details
setRepositoryProxyConnection_1,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/mode/repository-proxy/connection
setReadOnlyLocalRepository,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/mode/read-only-repository
setPostgresLocalRepository,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/mode/postgres-repository
setPluginRepositoryConnection,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/mode/plugin-repository/details
setPluginRepositoryConnection_1,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/mode/plugin-repository/connection
setInMemLocalRepository,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/mode/in-memory-repository
setLocalMetadataCollectionName,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/metadata-collection-name/{name}
getLocalMetadataCollectionId,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/metadata-collection-id
setLocalMetadataCollectionId,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/metadata-collection-id
setRepositoryProxyEventMapper,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/event-mapper-details
setRepositoryProxyEventMapper_1,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/event-mapper-connection
getLocalRepositoryConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/configuration
setLocalRepositoryConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/configuration
clearLocalRepositoryConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/configuration
resetRemoteCohortURL,Server Configuration,/open-metadata/admin-services/servers/{serverName}/local-repository/configuration/remote-repository-connector-url
getIntegrationGroupsConfiguration,Server Configuration,/open-metadata/admin-services/servers/{serverName}/integration-groups/configuration
configureIntegrationGroup,Server Configuration,/open-metadata/admin-services/servers/{serverName}/integration-groups/configuration
setIntegrationGroupsConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/integration-groups/configuration/all
getIntegrationDaemonServicesConfiguration,Server Configuration,/open-metadata/admin-services/servers/{serverName}/integration-daemon-services
setIntegrationDaemonServicesConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/integration-daemon-services
clearIntegrationDaemonServicesConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/integration-daemon-services
getEngineHostServicesConfiguration,Server Configuration,/open-metadata/admin-services/servers/{serverName}/governance-engines
setEngineHostServicesConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/governance-engines
clearEngineHostServicesConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/governance-engines
getEventBus,Server Configuration,/open-metadata/admin-services/servers/{serverName}/event-bus
setEventBus,Server Configuration,/open-metadata/admin-services/servers/{serverName}/event-bus
deleteEventBus,Server Configuration,/open-metadata/admin-services/servers/{serverName}/event-bus
addRemoteEnterpriseTopic,Server Configuration,/open-metadata/admin-services/servers/{serverName}/enterprise-access/remote-topic
setEnterpriseAccessConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/enterprise-access/configuration
addEngine,Server Configuration,/open-metadata/admin-services/servers/{serverName}/engine
enableRepositoryConformanceSuiteWorkbench,Server Configuration,/open-metadata/admin-services/servers/{serverName}/conformance-suite-workbenches/repository-workbench/repositories
enableRepositoryPerformanceSuiteWorkbench,Server Configuration,/open-metadata/admin-services/servers/{serverName}/conformance-suite-workbenches/repository-workbench/performance
enablePlatformConformanceSuiteWorkbench,Server Configuration,/open-metadata/admin-services/servers/{serverName}/conformance-suite-workbenches/platform-workbench/platforms
getStoredConfiguration,Server Configuration,/open-metadata/admin-services/servers/{serverName}/configuration
setOMAGServerConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/configuration
clearOMAGServerConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/configuration
deployOMAGServerConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/configuration/deploy
getCohortConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/cohorts/{cohortName}
addCohortRegistration,Server Configuration,/open-metadata/admin-services/servers/{serverName}/cohorts/{cohortName}
clearCohortConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/cohorts/{cohortName}
overrideTypesCohortTopicName,Server Configuration,/open-metadata/admin-services/servers/{serverName}/cohorts/{cohortName}/topic-name-override/types
overrideRegistrationCohortTopicName,Server Configuration,/open-metadata/admin-services/servers/{serverName}/cohorts/{cohortName}/topic-name-override/registration
overrideInstancesCohortTopicName,Server Configuration,/open-metadata/admin-services/servers/{serverName}/cohorts/{cohortName}/topic-name-override/instances
setCohortConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/cohorts/{cohortName}/configuration
getAuditLogDestinations,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations
setAuditLogDestinations,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations
clearAuditLogDestinations,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations
addSLF4JAuditLogDestination,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations/slf4j
addPostgreSQLDatabaseAuditLogDestination,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations/postgres
addFileAuditLogDestination,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations/files
addEventTopicAuditLogDestination,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations/event-topic
setDefaultAuditLog,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations/default
addConsoleAuditLogDestination,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations/console
addAuditLogDestination,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations/connection
updateAuditLogDestination,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations/connection/{connectionName}
clearAuditLogDestination,Server Configuration,/open-metadata/admin-services/servers/{serverName}/audit-log-destinations/connection/{connectionName}
getConfiguredAccessServices,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services
configureAllAccessServices,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services
clearAllAccessServices,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services
getAccessServiceConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services/{serviceURLMarker}
configureAccessService,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services/{serviceURLMarker}
clearAccessService,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services/{serviceURLMarker}
overrideAccessServiceOutTopicName,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services/{serviceURLMarker}/topic-names/out-topic
configureAccessServiceNoTopics,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services/{serviceURLMarker}/no-topics
configureAllAccessServicesNoTopics,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services/no-topics
getAccessServicesConfiguration,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services/configuration
setAccessServicesConfig,Server Configuration,/open-metadata/admin-services/servers/{serverName}/access-services/configuration
platformToken,API: User Security Services,/api/token
findTypeDefsByProperty,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/types/typedefs/by-property
searchForTypeDefs,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/types/typedefs/by-property-value
findTypesByExternalID,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/types/typedefs/by-external-id
getTypeDefByGUID,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/types/typedef/{guid}
getTypeDefByName,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/types/typedef/name/{name}
findTypesByName,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/types/by-name
getAttributeTypeDefByGUID,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/types/attribute-typedef/{guid}
getAttributeTypeDefByName,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/types/attribute-typedef/name/{name}
getAllTypes,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/types/all
getMetadataCollectionId,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/metadata-collection-id
undoRelationshipUpdate,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/instances/relationship/{relationshipGUID}/previous
getRelationship_2,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/instances/relationship/{guid}
isRelationshipKnown,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/instances/relationship/{guid}/existence
restoreRelationship,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/instances/relationship/{deletedRelationshipGUID}/restore
getEntityDetail_2,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/instances/entity/{guid}
getEntitySummary,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/instances/entity/{guid}/summary
isEntityKnown,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/instances/entity/{guid}/existence
undoEntityUpdate,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/instances/entity/{entityGUID}/previous
getHomeClassifications_1,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/instances/entity/{entityGUID}/home-classifications
restoreEntity,Repository Services - Local Repository,/servers/{serverName}/open-metadata/repository-services/users/{userId}/instances/entity/{deletedEntityGUID}/restore
findTypeDefsByProperty_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/types/typedefs/by-property
searchForTypeDefs_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/types/typedefs/by-property-value
findTypesByExternalID_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/types/typedefs/by-external-id
getTypeDefByGUID_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/types/typedef/{guid}
getTypeDefByName_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/types/typedef/name/{name}
findTypesByName_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/types/by-name
getAttributeTypeDefByGUID_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/types/attribute-typedef/{guid}
getAttributeTypeDefByName_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/types/attribute-typedef/name/{name}
getAllTypes_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/types/all
getEnterpriseOMRSTopicConnection,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/remote-topic-connection
getMetadataCollectionId_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/metadata-collection-id
undoRelationshipUpdate_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/instances/relationship/{relationshipGUID}/previous
getRelationship_3,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/instances/relationship/{guid}
isRelationshipKnown_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/instances/relationship/{guid}/existence
restoreRelationship_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/instances/relationship/{deletedRelationshipGUID}/restore
getEntityDetail_3,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/instances/entity/{guid}
getEntitySummary_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/instances/entity/{guid}/summary
isEntityKnown_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/instances/entity/{guid}/existence
undoEntityUpdate_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/instances/entity/{entityGUID}/previous
restoreEntity_1,Repository Services - Enterprise,/servers/{serverName}/open-metadata/repository-services/users/{userId}/enterprise/instances/entity/{deletedEntityGUID}/restore
getLocalRegistration,Repository Services - Metadata Highway,/servers/{serverName}/open-metadata/repository-services/metadata-highway/local-registration
unregisterFromCohort,Repository Services - Metadata Highway,/servers/{serverName}/open-metadata/repository-services/metadata-highway/cohorts/{cohortName}/unregister
getRemoteRegistrations,Repository Services - Metadata Highway,/servers/{serverName}/open-metadata/repository-services/metadata-highway/cohorts/{cohortName}/remote-members
getLocalRegistration_1,Repository Services - Metadata Highway,/servers/{serverName}/open-metadata/repository-services/metadata-highway/cohorts/{cohortName}/local-registration
disconnectFromCohort,Repository Services - Metadata Highway,/servers/{serverName}/open-metadata/repository-services/metadata-highway/cohorts/{cohortName}/disconnect
connectToCohort,Repository Services - Metadata Highway,/servers/{serverName}/open-metadata/repository-services/metadata-highway/cohorts/{cohortName}/connect
getCohorts,Repository Services - Metadata Highway,/servers/{serverName}/open-metadata/repository-services/metadata-highway/cohort-descriptions
getSeverityList,Repository Services - Audit Log,/servers/{serverName}/open-metadata/repository-services/audit-log/severity-definitions
getAuditLogReport,Repository Services - Audit Log,/servers/{serverName}/open-metadata/repository-services/audit-log/report
validateConnector,Integration Daemon Services,/servers/{serverName}/open-metadata/integration-daemon/validate-connector/{connectorProviderClassName}
getIntegrationDaemonStatus,Integration Daemon Services,/servers/{serverName}/open-metadata/integration-daemon/status
getIntegrationGroupSummary,Integration Daemon Services,/servers/{serverName}/open-metadata/integration-daemon/integration-groups/{integrationGroupName}/summary
refreshIntegrationGroupConfig,Integration Daemon Services,/servers/{serverName}/open-metadata/integration-daemon/integration-groups/{integrationGroupName}/refresh-config
getIntegrationGroupSummaries,Integration Daemon Services,/servers/{serverName}/open-metadata/integration-daemon/integration-groups/summary
getConfigurationProperties,Integration Daemon Services,/servers/{serverName}/open-metadata/integration-daemon/integration-connectors/{connectorName}/configuration-properties
validateConnector_1,Engine Host: Watchdog Action OMES,/servers/{serverName}/open-metadata/engine-services/watchdog-action/validate-connector/{connectorProviderClassName}
validateConnector_2,Engine Host: Survey Action OMES,/servers/{serverName}/open-metadata/engine-services/survey-action/validate-connector/{connectorProviderClassName}
validateConnector_3,Engine Host: Repository Governance OMES,/servers/{serverName}/open-metadata/engine-services/repository-governance/validate-connector/{connectorProviderClassName}
validateConnector_4,Engine Host: Governance Action OMES,/servers/{serverName}/open-metadata/engine-services/governance-action/validate-connector/{connectorProviderClassName}
getGovernanceEngineSummary,Engine Host Services,/servers/{serverName}/open-metadata/engine-host/governance-engines/{governanceEngineName}/summary
refreshConfig,Engine Host Services,/servers/{serverName}/open-metadata/engine-host/governance-engines/{governanceEngineName}/refresh-config
getGovernanceEngineSummaries,Engine Host Services,/servers/{serverName}/open-metadata/engine-host/governance-engines/summary
refreshConfig_1,Engine Host Services,/servers/{serverName}/open-metadata/engine-host/governance-engines/refresh-config
getWorkbenchStatus,Conformance Suite,/servers/{serverName}/open-metadata/conformance-suite/users/{userId}/status/workbenches/{workbenchId}
getConformanceReport,Conformance Suite,/servers/{serverName}/open-metadata/conformance-suite/users/{userId}/report
getWorkbenchReport,Conformance Suite,/servers/{serverName}/open-metadata/conformance-suite/users/{userId}/report/workbenches/{workbenchId}
getTestCaseIds,Conformance Suite,/servers/{serverName}/open-metadata/conformance-suite/users/{userId}/report/test-cases
getTestCaseReport,Conformance Suite,/servers/{serverName}/open-metadata/conformance-suite/users/{userId}/report/test-cases/{testCaseId}
getFailedTestCaseReport,Conformance Suite,/servers/{serverName}/open-metadata/conformance-suite/users/{userId}/report/test-cases/failed
getConformanceSummaryReport,Conformance Suite,/servers/{serverName}/open-metadata/conformance-suite/users/{userId}/report/summary
getProfileNames,Conformance Suite,/servers/{serverName}/open-metadata/conformance-suite/users/{userId}/report/profiles
getProfileReport,Conformance Suite,/servers/{serverName}/open-metadata/conformance-suite/users/{userId}/report/profiles/{profileName}
